hbpermin,Pseg,PQseg,QRSseg,QRseg,QTseg,RSseg,STseg,Tseg,PTseg,ECGseg,QRtoQSdur,RStoQSdur,RRmean,PPmean,PQdis,PonQdis,PRdis,PonRdis,PSdis,PonSdis,PTdis,PonTdis,PToffdis,QRdis,QSdis,QTdis,QToffdis,RSdis,RTdis,RToffdis,STdis,SToffdis,PonToffdis,PonPQang,PQRang,QRSang,RSTang,STToffang,RRTot,NNTot,SDRR,IBIM,IBISD,SDSD,RMSSD,QRSarea,QRSperi,PQslope,QRslope,RSslope,STslope,NN50,pNN50,ECG_signal
87.77006938,0.058401084,0.092411924,0.108604336,0.054065041,0.18001355,0.054539295,0.071409214,0.091192412,0.272425474,0.349525745,0.001382851,0.001394927,243.975,244.025,33.28032767,39.7289771,52.75606734,59.20615569,72.40441849,78.85364395,98.17507522,104.6251458,119.575052,19.52472927,39.12557208,64.90386831,86.30135107,19.71494946,45.43016503,66.83118097,25.79139807,47.18003777,126.0250235,7.58327079,-5.109120754,8.730781078,-6.689368995,2.651840774,41,40,12.74654365,243.975,12.90892655,17.59396675,244.3077465,29.15883703,78.3652508,-0.017881761,0.071414374,-0.081270944,0.035677385,1,2.5,ARR
25.71428571,0.077938034,0.103899573,0.096794872,0.049786325,0.197115385,0.047008547,0.100320513,0.112446581,0.301014957,0.39642094,0.002012727,0.001990266,775.0909091,775.0909091,29.82482539,40.73169569,52.00393358,62.9132683,71.54941579,82.45743639,104.6363752,115.5455259,122.7273866,22.21770429,41.72752833,74.82086295,92.91022268,19.5955484,52.64017891,70.73188244,33.09980892,51.18520449,133.6364213,7.58327079,-4.301696714,7.10570671,-5.269819014,1.862849285,12,51,282.5190113,354.2352941,237.7520071,468.2381445,824.97449,27.68707923,83.54078102,-0.020394097,0.054752362,-0.069457428,0.022650049,3,5.882352941,ARR
76.03960396,0.047827744,0.056783537,0.011194741,0.006192835,0.112185595,0.005001905,0.100990854,0.10003811,0.168969131,0.221703506,0.002012727,0.001990266,101.1616162,101.1616162,7.023430278,8.570589283,7.131514086,8.680762091,7.131514086,8.680762091,19.0080251,20.62694308,23.03589158,0.111132651,0.111132651,12.13868747,16.16786504,0.0,12.02766393,16.05677788,12.02766393,16.05677788,24.65713772,24.9098284,-7.674113687,12.90826983,-8.506900816,2.877932971,100,163,14.5655655,85.77300613,16.56404269,14.08317427,102.2048349,0.0,0.222265301,-0.197707896,0.1084182995,-0.116240702,0.067544124,8,4.90797546,NSR
88.5,0.069666667,0.060388889,0.019166667,0.009333333,0.117444444,0.009833333,0.098277778,0.091944444,0.177833333,0.242888889,0.002012727,0.001990266,169.4137931,169.4137931,13.92229581,23.45733957,13.92229581,23.45733957,13.92229581,23.45733957,38.96816835,48.53448963,45.05421476,0.0,0.0,25.09431007,31.17898863,0.0,25.09431007,31.17898863,25.09431007,31.17898863,54.62070124,7.126196239,-7.674113687,12.90826983,-8.506900816,2.877932971,59,71,12.88280662,163.7605634,12.80607631,18.62905127,169.9029135,0.0,0.0,-0.078421267,0.1084182995,-0.116240702,0.025267284,2,2.816901408,CHF
82.08,0.061,0.064055556,0.003944444,0.002055556,0.104888889,0.001888889,0.100944444,0.093333333,0.168944444,0.228944444,0.002012727,0.001990266,259.2162162,259.2162162,18.34552851,31.36555997,18.34552851,31.36555997,18.34552851,31.36555997,54.27290652,67.351597,63.38281234,0.0,0.0,36.01756598,45.117292,0.0,36.01756598,45.117292,36.01756598,45.117292,76.45946838,8.321479067,-7.674113687,12.90826983,-8.506900816,3.14556339,38,49,42.90412639,237.122449,42.36971419,62.72211766,262.7428606,0.0,0.0,-0.090822084,0.1084182995,-0.116240702,0.031217925,2,4.081632653,ARR
38.88,0.04284188,0.063995726,0.036004274,0.018108974,0.132852564,0.017895299,0.096848291,0.117895299,0.196848291,0.277564103,0.002012727,0.001990266,563.0,563.8823529,24.01379132,28.24624477,36.83321114,41.06659783,50.41672465,54.64989824,86.58837917,90.82353827,108.2942989,12.88604114,26.41209939,62.59202456,84.29626106,13.63570269,49.77045398,71.47548154,36.18093257,57.88425407,112.5294442,7.58327079,-7.674113687,12.90826983,-8.506900816,1.095193975,18,51,424.2711397,357.9411765,274.7703426,285.3753011,704.9645381,20.78024851,52.93384322,-0.036293862,0.1084182995,-0.116240702,0.01539848,6,11.76470588,ARR
58.5,0.060373832,0.079252336,0.05611215,0.028336449,0.139551402,0.027775701,0.083439252,0.102766355,0.218803738,0.299439252,0.002040182,0.001959818,252.7105263,252.7368421,21.58718525,29.45110459,32.7452177,40.61451423,43.45437681,51.31995045,58.31581113,66.18426354,71.44750723,11.23767798,21.86923101,36.74097965,49.87053688,10.81825913,25.59107811,38.7208171,14.8869635,28.00781595,79.31579076,2.499479194,-8.377100984,14.87729081,-10.95843426,3.495890154,39,106,3.202859699,172.490566,48.29759067,3.608892515,252.7308221,15.58287824,43.92516812,-0.027501266,0.119290686,-0.141910229,0.050361188,0,0.0,AFF
77.68924303,0.063950617,0.052839506,4.94e-05,4.94e-05,0.105481481,0.0,0.105432099,0.13417284,0.158320988,0.256296296,0.002012727,0.001990266,194.0,194.0,13.44070158,22.4111148,13.46014433,22.43070469,13.46014433,22.43070469,40.51458205,49.56887353,50.16365562,0.019607843,0.019607843,27.19778599,36.83384173,0.0,27.1781984,36.81424059,27.1781984,36.81424059,59.21571216,12.11860383,-7.674113687,12.90826983,-8.506900816,3.490085429,52,80,2.807552839,168.15,20.89193034,1.577973384,194.0203143,0.0,0.039215686,-0.126947007,0.1084182995,-0.116240702,0.03959061,0,0.0,CHF
90.72,0.078240741,0.088690476,0.093584656,0.047089947,0.196494709,0.046494709,0.102910053,0.101719577,0.285185185,0.37526455,0.001397849,0.001379929,235.8536585,235.8292683,31.91126789,44.90615015,48.85943837,61.86056872,65.61339995,78.61146467,102.6585664,115.6585761,122.0733055,17.01761336,33.70736932,70.75929396,90.17252841,16.81812057,53.81126673,73.22545133,37.0538653,56.46572203,135.073171,2.112605083,-6.408607495,9.981861938,-5.869597816,1.254483904,42,41,5.106480701,235.8536585,5.169917676,6.334627061,235.9089324,24.80227758,67.54310325,-0.023525893,0.088560972,-0.08609927,0.016558738,0,0.0,ARR
121.0159363,0.063950617,0.052,0.0,0.0,0.100098765,0.0,0.100098765,0.176641975,0.152098765,0.291654321,0.002012727,0.001990266,123.6375,123.6375,13.06717384,21.84182076,13.06717384,21.84182076,13.06717384,21.84182076,38.02848692,46.85002553,64.12655271,0.0,0.0,25.03805599,51.13254734,0.0,25.03805599,51.13254734,25.03805599,51.13254734,72.95000378,8.80925737,-7.674113687,12.90826983,-8.506900816,1.685251134,81,80,1.196283307,123.6375,1.20383091,0.985229809,123.6432873,0.0,0.0,-0.101168898,0.1084182995,-0.116240702,0.032097971,0,0.0,CHF
86.4,0.075944444,0.096555556,0.091611111,0.046944444,0.194055556,0.044666667,0.102444444,0.119166667,0.290611111,0.388,0.001428439,0.001349339,248.2564103,248.2564103,35.28731217,50.02745529,52.4658791,67.21058998,68.69669682,83.43801347,106.4615599,121.2051865,127.4360421,17.22733764,33.41071964,71.18156836,92.15479196,16.29556113,54.00505703,74.97935836,37.77594565,58.74651823,142.1794875,1.704105329,-5.2519395,9.36326802,-6.176114201,1.426636931,40,49,3.491513144,242.0816327,6.394045337,3.978822053,248.2809616,22.81896239,66.93361841,-0.017245373,0.074559585,-0.089240041,0.018795927,0,0.0,ARR
96.0,0.054469136,0.052,0.0,0.0,0.102074074,0.0,0.102074074,0.113037037,0.154074074,0.217728395,0.002012727,0.001990266,155.3650794,155.3650794,13.09531042,18.37325623,13.09531042,18.37325623,13.09531042,18.37325623,38.65684497,44.00003155,45.03722448,0.0,0.0,25.66638697,32.04461595,0.0,25.66638697,32.04461595,25.66638697,32.04461595,50.38100041,13.7069041,-7.674113687,12.90826983,-8.506900816,2.877932971,64,80,3.818507925,150.25,5.700252604,2.857571136,155.4119972,0.0,0.0,-0.120919516,0.1084182995,-0.116240702,0.034776215,0,0.0,CHF
19.34328358,0.092592593,0.083950617,0.109259259,0.057098765,0.203703704,0.052160494,0.094444444,0.09691358,0.287654321,0.387962963,0.001448613,0.001329164,1122.875,1120.5,30.00597016,48.37730607,50.25405844,68.62945845,69.00332952,87.3767208,102.8750026,121.2500917,120.5000877,20.28888186,39.0001207,72.87770619,90.50121238,18.79799288,52.62901832,70.25460233,33.88262013,51.50293585,138.8750003,1.507937672,-4.401039797,7.081515114,-4.886443235,1.567810245,9,8,961.8107191,1122.875,1028.218909,849.4744354,1478.48846,24.94815129,78.08699544,-0.019011491,0.057885441,-0.065922626,0.019496146,4,50.0,ARR
60.17910448,0.089980159,0.09593254,0.102480159,0.050992063,0.199801587,0.051488095,0.097321429,0.092063492,0.295734127,0.380654762,0.001382262,0.001395515,362.7037037,362.7037037,34.52625949,49.4848234,52.89435942,67.85803949,71.41091849,86.37213527,106.4444497,121.4074712,122.1112241,18.4308435,36.88889901,71.92932695,87.59441481,18.57675902,53.56141693,69.22842185,35.04357019,50.70660165,137.0740745,1.810725825,-5.852542224,9.176244919,-5.641996968,1.597694779,28,27,9.470479728,362.7037037,9.650886029,6.90306938,362.8273235,27.27162456,73.89650153,-0.0211677,0.081160292,-0.079341683,0.019299757,0,0.0,ARR
70.37450199,0.063313802,0.079698351,0.071506076,0.036187066,0.145453559,0.03531901,0.073947483,0.098795573,0.22515191,0.308485243,0.002012727,0.001990266,109.0769231,109.0879121,9.479148042,12.86902512,14.45827859,17.8557862,19.31885388,22.70996864,26.56187949,29.96821948,35.00124558,5.087698416,9.841305218,17.12491731,25.55392958,5.053318199,12.14462764,20.58807081,7.358767698,15.73278452,38.40669997,7.589990477,-7.674113687,12.90826983,-8.506900816,10.8407471,92,143,10.44844041,99.38461538,11.40887872,7.917015587,109.5762066,6.859012885,19.98232183,-0.071076585,0.1084182995,-0.116240702,0.156741455,16,11.18881119,NSR
54.528,0.058307927,0.078172637,0.052639101,0.026724466,0.141958841,0.025914634,0.089319741,0.094369284,0.220131479,0.289538872,0.002012727,0.001990266,139.9571429,139.9714286,9.003888979,11.72072897,12.26629999,14.9854781,15.43687583,18.15443134,24.6181058,27.37249536,31.81827081,3.339975385,6.434435466,15.70879676,22.89653865,3.327964084,12.45172782,19.64881309,9.333912441,16.47896225,34.57200661,7.58327079,-7.674113687,12.90826983,-8.506900816,9.653253258,71,163,7.594049765,104.9693252,23.53447544,10.46685891,140.1630173,4.850781286,13.10237494,-0.119159787,0.1084182995,-0.116240702,0.136778715,24,14.72392638,NSR
70.64420218,0.068518519,0.054545455,0.0,0.0,0.1,0.0,0.1,0.076515152,0.154545455,0.211868687,0.002012727,0.001990266,307.625,307.65625,19.72291577,34.60581677,19.72291577,34.60581677,19.72291577,34.60581677,55.65832231,70.5941439,61.41072072,0.0,0.0,36.01812356,41.75927511,0.0,36.01812356,41.75927511,36.01812356,41.75927511,76.34375914,7.415747575,-7.674113687,12.90826983,-8.506900816,4.446098853,33,32,9.389988019,307.625,9.540237368,12.83992538,307.7682773,0.0,0.0,-0.082387788,0.1084182995,-0.116240702,0.031712591,4,12.5,ARR
100.5,0.061380952,0.056714286,0.008761905,0.00447619,0.106380952,0.004285714,0.097619048,0.16647619,0.163095238,0.29452381,0.002012727,0.001990266,147.9848485,147.9848485,13.07224861,21.03244282,13.07224861,21.03244282,13.07224861,21.03244282,38.0041761,46.01517249,65.47120722,0.0,0.0,25.01309805,52.4779103,0.0,25.01309805,52.4779103,25.01309805,52.4779103,73.48488889,9.788720365,-7.674113687,12.90826983,-8.506900816,1.601182906,67,83,2.458703922,143.4216867,4.650290079,3.683643681,148.0052722,0.0,0.0,-0.105279831,0.1084182995,-0.116240702,0.032284374,0,0.0,CHF
63.98809524,0.055654321,0.087555556,0.047358025,0.024148148,0.134765432,0.023209877,0.087407407,0.102617284,0.222320988,0.29417284,0.00204069,0.00195931,233.6904762,233.6666667,29.17475857,36.02630136,40.2894712,47.14986619,50.9613445,57.81366749,68.4526054,75.30958545,82.90532427,11.18755036,21.78748288,39.28914364,53.73946556,10.77226403,28.17610805,42.62758788,17.51906791,31.9590364,89.76191554,3.555313444,-7.67587157,14.35164075,-10.77596301,3.366000578,43,80,5.461937975,172.375,44.88461385,5.122996409,233.7542971,14.92721851,43.74729728,-0.023505034,0.110928085,-0.140949269,0.048105532,2,2.5,AFF
109.6119403,0.057788671,0.05,0.0,0.0,0.1,0.0,0.1,0.178213508,0.15,0.287636166,0.002012727,0.001990266,195.74,195.74,18.06053049,29.37399747,18.06053049,29.37399747,18.06053049,29.37399747,54.003436,65.36001299,92.14154746,0.0,0.0,36.01047587,74.14618134,0.0,36.01047587,74.14618134,36.01047587,74.14618134,103.5000101,7.558168961,-7.674113687,12.90826983,-8.506900816,1.276366281,51,50,7.941813395,195.74,8.022443009,11.90375117,195.9010464,0.0,0.0,-0.081935577,0.1084182995,-0.116240702,0.024070231,1,2.0,ARR
54.528,0.050400152,0.060356326,0.015148628,0.008050686,0.116949314,0.007097942,0.101800686,0.10003811,0.17730564,0.230373476,0.002012727,0.001990266,139.9571429,139.9571429,7.11538887,8.821335966,7.156989014,8.86380422,7.156989014,8.86380422,20.13500606,21.92879373,22.77863143,0.042859688,0.042859688,13.20836516,15.84116609,0.0,13.1655844,15.79835711,13.1655844,15.79835711,24.57189193,25.70759518,-7.674113687,12.90826983,-8.506900816,5.70540447,71,163,5.953236129,105.0920245,23.25001323,6.800978468,140.0836995,0.0,0.085719375,-0.214320478,0.1084182995,-0.116240702,0.075149172,13,7.975460123,NSR
56.16,0.076666667,0.092,0.054111111,0.027166667,0.155944444,0.026944444,0.101833333,0.101055556,0.247944444,0.328611111,0.001390415,0.001387363,383.64,383.64,37.68509806,55.20259923,55.04614114,72.56589556,72.4033566,89.92203303,109.0000018,126.5200605,127.8400569,17.4198046,34.72008801,71.32286045,90.16138121,17.42636084,53.9659784,72.80610337,36.60701445,55.44299824,145.3600072,7.58327079,-5.688637634,9.746158224,-6.119901813,1.548447917,26,49,12.66769119,304.877551,57.57238998,17.49479089,383.8490849,25.69142629,69.56625345,-0.016438527,0.08303962,-0.087477262,0.01956082,4,8.163265306,ARR
88.5,0.053308411,0.078242991,0.047514019,0.024186916,0.134242991,0.023327103,0.086728972,0.095738318,0.212485981,0.277495327,0.002012727,0.001990266,167.637931,167.137931,23.92022281,31.26155524,34.29970965,41.64408308,44.31608996,51.65859425,62.10352825,69.44834039,69.46566739,10.43286799,20.39750168,38.19258714,45.55330198,10.09325899,27.81737068,35.17990863,17.80568517,25.16132441,76.81035271,7.58327079,-7.674113687,12.90826983,-8.506900816,3.200947836,59,106,27.83801561,138.0471698,30.19507359,38.34200793,169.9336077,11.85957692,40.92362866,-0.024947751,0.1084182995,-0.116240702,0.038221694,20,18.86792453,AFF
